0.0004	15.8753	11.7911	21.7527
0.0004	15.8753	11.7911	21.7527
0.0004	15.8753	12.8164	21.7527
0.0004	15.8753	12.8164	22.2707
0.0004	16.3874	13.3290	22.2707
0.0005	16.8995	13.3290	22.7886
0.0005	16.8995	13.3290	23.3065
0.0006	16.8995	12.8164	23.3065
0.0007	16.8995	13.3290	23.3065
0.0007	16.8995	13.3290	23.3065
0.0008	17.9237	14.3543	23.8244
0.0008	17.9237	14.3543	23.8244
0.0008	17.9237	14.8670	23.8244
0.0009	18.4358	14.3543	23.8244
0.0009	18.4358	14.3543	24.3424
0.0010	18.9479	14.8670	24.3424
0.0010	19.4600	15.3796	24.8603
0.0011	19.4600	15.3796	24.8603
0.0011	19.9722	15.3796	25.3782
0.0011	19.9722	15.3796	25.3782
0.0011	19.9722	15.8923	25.3782
0.0011	19.9722	15.3796	25.8961
0.0011	19.9722	15.8923	25.8961
0.0012	20.4843	16.4050	25.8961
0.0013	20.9964	16.4050	25.8961
0.0013	20.9964	16.4050	25.8961
0.0013	20.9964	16.4050	25.8961
0.0013	20.9964	16.4050	26.4140
0.0015	21.5085	16.9176	27.4499
0.0015	21.5085	17.4303	27.4499
0.0015	22.0206	17.4303	27.4499
0.0016	22.5327	17.4303	27.4499
0.0016	22.5327	17.4303	27.4499
0.0017	22.0206	17.9429	27.4499
0.0017	22.0206	17.9429	27.9678
0.0017	23.0448	18.4556	27.9678
0.0017	23.0448	18.4556	29.0037
0.0018	24.0690	19.4809	28.4857
0.0018	24.0690	18.9682	28.4857
0.0019	24.0690	18.9682	29.0037
0.0019	24.0690	18.9682	29.0037
0.0019	24.0690	19.4809	29.5216
0.0019	24.5811	19.4809	29.5216
0.0019	25.6053	19.4809	29.5216
0.0020	25.0932	19.9935	29.5216
0.0020	24.5811	19.9935	29.5216
0.0020	25.0932	20.5062	30.0395
0.0020	25.6053	20.5062	30.5574
0.0020	26.1174	21.0188	30.5574
0.0021	26.1174	20.5062	31.0753
0.0022	26.6295	20.5062	30.5574
0.0023	26.6295	20.5062	30.5574
0.0023	26.6295	21.5315	30.5574
0.0024	27.1416	21.5315	31.5933
0.0024	27.6537	22.0442	31.5933
0.0025	28.1659	22.0442	32.1112
0.0025	28.1659	22.0442	32.1112
0.0025	28.6780	22.0442	32.1112
0.0025	28.1659	22.0442	32.1112
0.0026	28.6780	22.5568	33.1470
0.0027	29.1901	23.5821	33.1470
0.0027	29.7022	23.5821	33.6650
0.0027	29.7022	23.0695	33.1470
0.0027	29.1901	23.0695	33.1470
0.0027	29.1901	24.0948	33.1470
0.0027	29.7022	24.0948	33.6650
0.0028	30.2143	24.6074	34.1829
0.0028	30.2143	24.0948	34.7008
0.0028	30.7264	25.1201	34.7008
0.0029	30.7264	24.6074	34.1829
0.0029	31.2385	24.6074	34.7008
0.0029	31.2385	25.1201	34.7008
0.0030	31.7506	25.1201	34.7008
0.0031	31.7506	25.1201	35.2187
0.0032	32.2627	25.1201	35.2187
0.0032	32.7748	25.6327	35.2187
0.0032	33.2869	25.6327	35.7366
0.0033	33.2869	26.1454	35.7366
0.0033	33.7990	26.6580	36.2546
0.0033	33.7990	26.6580	36.2546
0.0034	33.7990	26.1454	37.2904
0.0034	34.3111	26.6580	36.7725
0.0034	34.8232	26.6580	36.7725
0.0034	34.3111	27.6834	36.7725
0.0035	34.8232	27.6834	37.8083
0.0035	34.8232	27.6834	37.8083
0.0036	34.8232	27.6834	38.3263
0.0036	35.8475	27.6834	37.8083
0.0037	35.8475	27.6834	37.8083
0.0038	36.3596	28.7087	37.8083
0.0038	36.3596	28.7087	38.3263
0.0038	36.8717	29.2213	38.8442
0.0039	36.8717	29.2213	39.3621
0.0039	36.8717	29.2213	39.3621
0.0040	37.3838	29.2213	39.3621
0.0040	37.3838	29.7340	39.3621
0.0041	37.3838	29.7340	39.8800
0.0041	37.8959	29.7340	40.3979
0.0041	38.4080	29.7340	40.9159
0.0042	38.9201	29.7340	40.3979
0.0042	38.4080	30.7593	40.3979
0.0042	38.9201	30.7593	40.9159
0.0043	38.9201	31.2719	41.4338
0.0043	39.4322	31.7846	41.4338
0.0043	39.4322	31.7846	41.4338
0.0044	40.4564	32.2972	41.9517
0.0045	39.9443	31.7846	41.9517
0.0045	40.4564	32.2972	41.9517
0.0045	40.4564	32.8099	41.9517
0.0046	41.4806	32.8099	42.4696
0.0046	41.4806	33.3226	42.4696
0.0047	40.9685	33.3226	42.9876
0.0047	41.4806	33.3226	42.9876
0.0047	41.9927	33.8352	42.9876
0.0048	41.9927	33.8352	43.5055
0.0048	42.5048	34.3479	44.0234
0.0048	42.5048	34.3479	44.0234
0.0049	42.5048	34.3479	44.0234
0.0050	43.0169	34.3479	44.0234
0.0050	43.5290	34.8605	44.0234
0.0050	43.5290	34.8605	44.0234
0.0050	43.5290	35.3732	44.5413
0.0050	43.5290	35.8858	45.0593
0.0051	44.0412	35.3732	45.5772
0.0051	44.5533	35.8858	45.5772
0.0051	44.0412	35.8858	45.5772
0.0052	45.0654	36.3985	45.5772
0.0052	45.5775	36.9111	46.0951
0.0053	45.5775	36.9111	46.6130
0.0054	45.5775	36.9111	46.6130
0.0055	46.0896	36.9111	46.6130
0.0055	46.0896	37.4238	47.1309
0.0056	46.6017	37.9364	47.1309
0.0056	46.6017	38.4491	47.1309
0.0056	47.1138	38.4491	47.6489
0.0057	47.1138	37.9364	47.6489
0.0057	47.1138	38.4491	48.1668
0.0057	47.6259	38.9618	48.1668
0.0057	47.6259	38.9618	48.1668
0.0057	48.1380	39.4744	48.6847
0.0058	48.1380	39.9871	48.6847
0.0058	48.1380	39.9871	49.2026
0.0058	48.6501	39.4744	49.7206
0.0059	49.1622	39.9871	49.2026
0.0059	49.6743	39.9871	49.2026
